restaurant_id,restaurant_name,city,area,cuisine,avg_rating,total_ratings,price_range,delivery_available,order_id,restaurant_id,customer_id,order_date,order_time,delivery_time,total_cost,item_count,payment_method,customer_rating
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,a97bb536,4f2f2dc8,c459f85a,2024-06-15,9:52,43,407.84,2,Wallet,2.7
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,cddaeb0b,4f2f2dc8,729bcd43,2024-05-03,6:12,51,1990.87,10,UPI,3.6
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,bc781d13,4f2f2dc8,c7878bd0,2024-01-19,1:32,66,1141.37,1,UPI,4.6
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,1ec887b2,4f2f2dc8,2b29ce69,2024-05-02,0:22,33,923,3,"Credit Card",3.5
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,ec4b4f4b,4f2f2dc8,958321aa,2024-02-25,17:15,87,186.58,3,UPI,2
4f2f2dc8,Restaurant_3,Chennai,Area_D,Mexican,5,4172,High,Yes,9f00e65d,4f2f2dc8,e98818ef,2024-06-04,23:47,60,362.39,3,UPI,3.2
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,7df6e5c4,5593bbfb,854427f9,2024-01-11,6:16,21,489.2,8,"Credit Card",2.7
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,c3628c81,5593bbfb,2ab8faff,2024-05-16,5:58,31,342.86,7,"Net Banking",3.8
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,e37ffb41,5593bbfb,5e230b55,2024-01-20,18:21,45,578.86,2,"Net Banking",4.1
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,3961ecfb,5593bbfb,670dab7f,2024-04-05,9:31,73,1965.68,4,UPI,1.4
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,5c38eec5,5593bbfb,ce186591,2024-09-12,10:03,16,1102.13,1,"Net Banking",3.5
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,90f95ea5,5593bbfb,02224df2,2024-01-15,0:32,29,1436.74,2,"Credit Card",1.6
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,76ddb0ff,5593bbfb,57d08412,2024-12-26,0:20,36,353.26,8,UPI,3.5
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,6f268b13,5593bbfb,1221087a,2024-07-14,20:33,75,289.55,6,"Net Banking",2.9
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,282de244,5593bbfb,649fc7c4,2024-09-09,14:11,69,688.68,1,"Net Banking",5
5593bbfb,Restaurant_4,Chennai,Area_C,Mexican,2.6,2769,Medium,No,811262c2,5593bbfb,c321118d,2024-03-10,13:28,65,878.73,10,Wallet,3.2
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,f7affc0e,5a47cc33,ead9eaa9,2024-05-04,21:12,87,1770.9,7,"Net Banking",3.9
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,cda0975a,5a47cc33,73bf5edd,2024-08-18,2:21,34,1275.17,7,UPI,4.6
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,ff9bce3a,5a47cc33,8.05E+86,2024-12-23,0:30,43,1489.4,7,Wallet,4.6
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,bd61f152,5a47cc33,b5d1dbb7,2024-07-15,8:14,18,1199.63,1,UPI,1.3
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,4a8c0389,5a47cc33,280da7a7,2024-02-10,19:35,37,1153.06,1,"Net Banking",3.4
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,1cc93ab4,5a47cc33,68b22244,2024-09-21,22:29,27,386.87,3,"Credit Card",3.9
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,0079fe33,5a47cc33,c06d14c8,2024-10-20,8:01,87,1002.44,4,"Credit Card",3.7
5a47cc33,Restaurant_5,Delhi,Area_E,Chinese,4.5,3826,Medium,No,915b5bf3,5a47cc33,f75f61bc,2024-11-11,2:12,75,597.44,8,UPI,4.8
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,339ad37b,e09f0465,4aba880b,2024-12-23,0:07,32,1339.39,9,"Net Banking",1.7
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,124566ee,e09f0465,1f2c7052,2024-01-02,5:16,81,1974.63,2,UPI,4.1
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,e4817b34,e09f0465,2f3b5bb9,2024-02-23,9:07,80,1798.43,7,Wallet,2.2
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,59aa9b80,e09f0465,787d8741,2024-04-10,7:11,26,1858.43,9,"Net Banking",3.4
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,b30af0f3,e09f0465,c7b07449,2024-07-09,3:55,64,987.57,3,"Credit Card",1.9
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,420b9c03,e09f0465,bb665653,2024-12-21,6:31,62,319.9,8,Wallet,1.2
e09f0465,Restaurant_6,Bangalore,Area_D,Indian,3.2,1517,High,Yes,7a131018,e09f0465,3fa4d617,2024-03-18,20:17,76,280.49,8,Wallet,3.8
19c74ecf,Restaurant_7,Mumbai,Area_A,Indian,4.1,437,High,No,34dc2a3a,19c74ecf,22079af4,2024-02-07,13:18,19,140.23,7,COD,2.1
19c74ecf,Restaurant_7,Mumbai,Area_A,Indian,4.1,437,High,No,beb8b4fa,19c74ecf,9c195f1f,2024-09-17,11:36,31,1391.46,10,Wallet,3.1
19c74ecf,Restaurant_7,Mumbai,Area_A,Indian,4.1,437,High,No,75026022,19c74ecf,5d544212,2024-11-20,9:24,77,174.6,3,Wallet,3.8
ba31dffb,Restaurant_8,Mumbai,Area_A,Mexican,2.9,4229,Medium,No,1e9389ee,ba31dffb,4c35c600,2024-02-03,20:28,47,1162.67,8,"Net Banking",2.8
ba31dffb,Restaurant_8,Mumbai,Area_A,Mexican,2.9,4229,Medium,No,36c50268,ba31dffb,e95dd59b,2024-01-28,17:41,89,1182.43,6,Wallet,4.8
ba31dffb,Restaurant_8,Mumbai,Area_A,Mexican,2.9,4229,Medium,No,74a25b52,ba31dffb,cbf99297,2024-03-03,6:07,32,1843.88,7,UPI,4.2
ba31dffb,Restaurant_8,Mumbai,Area_A,Mexican,2.9,4229,Medium,No,f4e5673d,ba31dffb,4d28f8ac,2024-12-24,2:39,90,1158.91,2,"Net Banking",2.4
ba31dffb,Restaurant_8,Mumbai,Area_A,Mexican,2.9,4229,Medium,No,ee51b9fc,ba31dffb,5dcf1440,2024-09-17,2:02,42,991.5,1,UPI,3.4
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,4388bf3c,2aca810f,902b3cab,2024-04-05,6:22,34,1272.53,4,"Credit Card",3.9
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,7a507587,2aca810f,708efd8a,2024-11-28,14:07,88,211.71,3,COD,2.6
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,a3c731d9,2aca810f,7ee26562,2024-01-28,14:31,26,1712.64,9,UPI,2.1
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,6220eebb,2aca810f,4cbf627c,2024-07-15,8:49,43,640.27,3,UPI,2.7
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,b80804b1,2aca810f,1a9bec36,2024-12-17,9:29,61,1939.48,6,"Net Banking",5
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,29212181,2aca810f,dc8f7954,2024-11-20,3:29,70,846.38,9,COD,4.7
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,f866444b,2aca810f,5e2f21ee,2024-05-13,19:37,22,1723.95,3,COD,2.4
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,5c0ab298,2aca810f,a04610c7,2024-10-12,20:07,19,258.16,8,"Credit Card",2.9
2aca810f,Restaurant_9,Mumbai,Area_D,Chinese,3.7,4174,Medium,No,b01d3e71,2aca810f,9ecf2fcf,2024-07-10,7:24,33,961.45,2,UPI,3.3
d0fd93ce,Restaurant_10,Bangalore,Area_A,Mexican,4.5,2575,Medium,Yes,f8cd45bd,d0fd93ce,b7171570,2024-06-17,4:24,65,945.85,4,UPI,3.5
d0fd93ce,Restaurant_10,Bangalore,Area_A,Mexican,4.5,2575,Medium,Yes,cc13a7c7,d0fd93ce,1a456c22,2024-12-06,13:12,75,1687.21,5,Wallet,4.9
d0fd93ce,Restaurant_10,Bangalore,Area_A,Mexican,4.5,2575,Medium,Yes,cafe5249,d0fd93ce,45a686fb,2024-08-08,1:39,61,712.6,10,COD,3
d0fd93ce,Restaurant_10,Bangalore,Area_A,Mexican,4.5,2575,Medium,Yes,d99813df,d0fd93ce,641b2964,2024-01-13,18:04,68,707.76,7,UPI,1.7
d0fd93ce,Restaurant_10,Bangalore,Area_A,Mexican,4.5,2575,Medium,Yes,29b6ffbc,d0fd93ce,5b79a107,2024-08-15,10:28,23,150.5,9,UPI,4.7
64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No,f2a46a39,64003853,d548c236,2024-05-11,16:36,21,784.02,6,Wallet,4.7
64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No,b097814e,64003853,2182d73c,2024-06-05,2:54,81,932.17,3,COD,3.5
64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No,872395a4,64003853,ccc59671,2024-05-13,4:53,28,1770.22,3,"Net Banking",4.4
64003853,Restaurant_11,Bangalore,Area_D,Italian,3.1,2915,Low,No,6606b895,64003853,f1d80850,2024-03-24,6:05,25,1921.63,9,Wallet,4.8
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,84939b3a,fc36ce35,05b551b6,2024-10-21,11:09,49,874.75,8,"Credit Card",3.8
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,95df7f63,fc36ce35,4b701279,2024-04-24,20:19,46,107.75,10,COD,2.7
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,76655881,fc36ce35,700b8eba,2024-12-19,1:00,38,1208.72,7,"Net Banking",2.7
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,de198250,fc36ce35,44d87683,2024-07-17,19:12,15,1052.89,1,"Credit Card",4.8
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,45af4760,fc36ce35,2efa9f31,2024-02-11,17:32,83,1146.99,6,UPI,4.7
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,2a9592f7,fc36ce35,1ed050e5,2024-11-24,10:40,63,301.39,3,UPI,1.4
fc36ce35,Restaurant_12,Kolkata,Area_E,Italian,4.1,1356,Low,Yes,7a9ebaa5,fc36ce35,33afc5b2,2024-06-01,16:00,83,335.48,1,Wallet,1.5
666d6a33,Restaurant_13,Bangalore,Area_D,Thai,3.9,4945,Medium,Yes,a1e4458a,666d6a33,cfe89b75,2024-12-24,15:38,37,782.81,8,"Credit Card",2.8
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,6156beed,d3016f90,26c3939d,2024-12-25,3:24,27,1472.07,4,COD,1.6
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,9e2144f8,d3016f90,19842878,2024-11-19,11:15,88,1946.62,3,COD,1.7
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,13841167,d3016f90,a529068c,2024-05-14,19:50,64,284.5,8,"Net Banking",2.6
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,50a8f449,d3016f90,5aa58803,2024-02-22,5:01,88,1023.67,10,UPI,2.5
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,57429770,d3016f90,310642c7,2024-08-19,22:39,51,1943.23,2,Wallet,3
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,8e531de3,d3016f90,d2c08462,2024-05-19,8:43,62,1174.55,6,UPI,2.2
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,c518aa57,d3016f90,08c05802,2024-08-04,23:07,18,1548.14,7,UPI,3
d3016f90,Restaurant_14,Mumbai,Area_B,Mexican,2.5,3949,High,No,29eb94e6,d3016f90,52313503,2024-03-26,4:51,16,1417.75,5,Wallet,1.5
02df79eb,Restaurant_15,Mumbai,Area_E,Italian,4.9,4486,High,Yes,8541b1c9,02df79eb,d5bc6df4,2024-04-22,11:58,57,606,5,Wallet,2.9
02df79eb,Restaurant_15,Mumbai,Area_E,Italian,4.9,4486,High,Yes,62775e7a,02df79eb,e8a3cd0c,2024-06-23,6:09,47,1794.53,6,"Credit Card",1.7
02df79eb,Restaurant_15,Mumbai,Area_E,Italian,4.9,4486,High,Yes,0b8d8970,02df79eb,82281fcd,2024-11-14,22:14,20,1622.85,6,"Credit Card",2.8
02df79eb,Restaurant_15,Mumbai,Area_E,Italian,4.9,4486,High,Yes,9839802,02df79eb,15338b57,2024-11-15,5:57,31,1402.69,5,UPI,2.7
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,714c17f2,f4fb2de3,e45cecbd,2024-04-16,14:18,19,724.75,1,Wallet,1.4
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,75b7bbfb,f4fb2de3,cb69b97d,2024-06-12,20:01,52,1954.31,9,UPI,2.8
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,b53f6199,f4fb2de3,40d609ad,2024-04-16,5:21,41,1915.1,1,COD,2.4
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,90264fd2,f4fb2de3,c938f109,2024-03-13,21:08,78,1722.92,9,"Net Banking",1.1
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,3a3d9e9e,f4fb2de3,64d3f4f2,2024-10-15,23:08,49,873.99,6,UPI,2.5
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,df6c1064,f4fb2de3,fc628c85,2024-05-07,4:58,26,984.36,7,"Credit Card",1.9
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,5b31289a,f4fb2de3,2dbf86cb,2024-09-26,8:26,31,679.31,2,"Net Banking",4.9
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,69eab47f,f4fb2de3,ad5d17a3,2024-04-03,1:23,50,1284.26,9,Wallet,4.1
f4fb2de3,Restaurant_16,Mumbai,Area_E,Indian,3,2251,Low,Yes,062f8d5c,f4fb2de3,c09dbb30,2024-12-26,8:41,32,736.79,7,"Credit Card",4.3
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,e6bb8731,51bc9499,022a9aa0,2024-09-21,23:38,73,275.49,1,"Credit Card",1.1
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,30014735,51bc9499,f3ea3920,2024-01-20,20:08,16,1090.31,4,UPI,2.8
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,40bc4e0d,51bc9499,f305e8b7,2024-09-28,13:12,67,1676.53,8,"Net Banking",2.2
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,727135bd,51bc9499,6bdaea71,2024-01-26,5:10,76,225.31,7,"Net Banking",1.1
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,fda7740c,51bc9499,5868568f,2024-02-01,6:27,51,452.53,9,COD,3
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,bd382dca,51bc9499,791a7f9e,2024-08-01,5:27,25,1767.37,1,Wallet,3.7
51bc9499,Restaurant_17,Mumbai,Area_A,Thai,5,936,Low,Yes,389a499d,51bc9499,f33023de,2024-09-11,5:03,22,1226.41,3,UPI,1.2
d9c56a1e,Restaurant_18,Kolkata,Area_D,Indian,4.4,752,Low,No,4fb4b389,d9c56a1e,c21eae81,2024-06-27,7:23,21,1925.68,9,"Net Banking",1
d9c56a1e,Restaurant_18,Kolkata,Area_D,Indian,4.4,752,Low,No,9eac143f,d9c56a1e,52ba444b,2024-09-22,16:53,83,1414.53,8,Wallet,2.4
d9c56a1e,Restaurant_18,Kolkata,Area_D,Indian,4.4,752,Low,No,a2870762,d9c56a1e,fcfbf131,2024-08-17,4:19,38,151.32,9,"Credit Card",1.7
71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No,5c094955,71ea6563,7367cbb5,2024-07-22,13:50,74,1266.23,9,COD,1.4
71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No,8f879fcc,71ea6563,787d7cc3,2024-04-12,22:16,89,706.38,3,Wallet,1.1
71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No,dbbb9675,71ea6563,ab39b8ef,2024-01-09,23:57,76,689.21,6,UPI,4.1
71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No,0f61b7b2,71ea6563,574fd3fa,2024-02-28,0:02,16,343.78,6,UPI,1.8
71ea6563,Restaurant_19,Bangalore,Area_B,Chinese,4.6,1786,High,No,5e544f95,71ea6563,14f583e6,2024-09-15,9:07,63,1943.01,9,"Net Banking",4.8
557552d0,Restaurant_20,Chennai,Area_A,Italian,4.6,4552,Low,No,bf26c305,557552d0,3ac100fa,2024-11-07,15:47,57,242.01,2,"Net Banking",1.9
557552d0,Restaurant_20,Chennai,Area_A,Italian,4.6,4552,Low,No,3a7e398c,557552d0,379f5e74,2024-02-11,16:33,39,360.52,5,UPI,3.7
557552d0,Restaurant_20,Chennai,Area_A,Italian,4.6,4552,Low,No,69478b05,557552d0,75ffb097,2024-11-02,7:01,31,829.42,4,Wallet,2.1
d368535c,Restaurant_21,Kolkata,Area_D,Indian,4.2,2277,High,No,a3d7eb61,d368535c,14cd16e7,2024-01-01,12:54,72,1378.2,2,COD,3.8
d368535c,Restaurant_21,Kolkata,Area_D,Indian,4.2,2277,High,No,69872f70,d368535c,92c999fe,2024-04-21,10:10,88,1198.17,10,"Credit Card",4.8
09e5eed1,Restaurant_22,Mumbai,Area_D,Indian,4.3,188,High,Yes,f129ac8f,09e5eed1,dca45a7a,2024-02-06,23:42,80,806.19,8,Wallet,4.4
09e5eed1,Restaurant_22,Mumbai,Area_D,Indian,4.3,188,High,Yes,f6ccd8a8,09e5eed1,3f93f158,2024-01-22,18:38,16,1955.61,4,Wallet,4.9
09e5eed1,Restaurant_22,Mumbai,Area_D,Indian,4.3,188,High,Yes,469d705f,09e5eed1,ce4f6375,2024-05-06,3:12,20,1458.26,8,"Net Banking",2.9
09e5eed1,Restaurant_22,Mumbai,Area_D,Indian,4.3,188,High,Yes,92a24872,09e5eed1,112323ce,2024-09-11,4:26,78,1618.99,9,"Credit Card",4.1
09e5eed1,Restaurant_22,Mumbai,Area_D,Indian,4.3,188,High,Yes,702588d2,09e5eed1,0e945fd6,2024-09-22,11:58,38,411.05,6,"Credit Card",2
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,cc5e5b46,79617b25,4350bde9,2024-06-17,11:33,57,239.46,5,COD,1.7
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,8b01562d,79617b25,df72095f,2024-05-26,5:59,53,1508.98,4,UPI,2.5
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,eb38f40a,79617b25,3bf46df8,2024-12-28,23:31,16,426.83,3,"Net Banking",4.5
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,b613731d,79617b25,8123428b,2024-10-16,2:27,80,701.36,1,"Net Banking",4.6
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,519bcd9d,79617b25,fc304888,2024-07-19,10:24,60,1756.62,8,COD,1.3
79617b25,Restaurant_23,Delhi,Area_C,Thai,2.5,4170,High,Yes,dc48db49,79617b25,8fb283ef,2024-04-04,13:01,33,662.03,9,COD,2.1
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,ac3ad982,3e7f7fbe,2c5db94e,2024-07-06,19:31,22,798.97,2,"Credit Card",2.8
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,78c702b0,3e7f7fbe,e4f69d74,2024-01-10,20:26,35,1128.84,10,UPI,4.4
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,8acb5c1e,3e7f7fbe,5f718df7,2024-05-23,1:56,79,703.07,9,COD,1.4
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,d059797e,3e7f7fbe,63bd6d8d,2024-03-25,20:14,16,326.08,1,Wallet,2
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,4aa88f34,3e7f7fbe,0be9ac6b,2024-08-19,4:29,64,1132.7,10,Wallet,1.8
3e7f7fbe,Restaurant_24,Bangalore,Area_C,Thai,4.7,356,Low,Yes,019cf758,3e7f7fbe,0c4a35ee,2024-12-15,4:06,40,1896.08,8,"Credit Card",3.5
c1244b75,Restaurant_25,Delhi,Area_C,Mexican,3.6,874,High,No,e0a3b965,c1244b75,05ee9107,2024-02-25,1:23,64,1660.38,3,Wallet,1.8
c1244b75,Restaurant_25,Delhi,Area_C,Mexican,3.6,874,High,No,608f8d01,c1244b75,4d195a4f,2024-01-27,2:25,17,1031.36,6,"Net Banking",4.6
c1244b75,Restaurant_25,Delhi,Area_C,Mexican,3.6,874,High,No,0cd9913d,c1244b75,de80dae4,2024-03-27,3:02,76,1782.05,1,COD,1
c1244b75,Restaurant_25,Delhi,Area_C,Mexican,3.6,874,High,No,74c83e7e,c1244b75,93cb9da9,2024-06-12,0:47,29,883.05,8,"Net Banking",3.6
c1244b75,Restaurant_25,Delhi,Area_C,Mexican,3.6,874,High,No,a14cc5b7,c1244b75,0300315c,2024-03-25,22:36,49,1401.7,1,"Net Banking",1.2
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,180333ad,5bf5607c,9a3ad05c,2024-06-18,9:43,58,677.51,8,UPI,3.9
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,b3a386e5,5bf5607c,e4ddf579,2024-10-23,19:34,43,1499.23,1,UPI,1.3
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,3a726921,5bf5607c,990b44c3,2024-09-13,2:13,85,280.78,3,Wallet,2.6
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,81ea5107,5bf5607c,064da124,2024-12-21,10:06,51,464.82,2,COD,3
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,40883bee,5bf5607c,000b54e4,2024-07-05,3:56,90,1742.94,9,"Net Banking",1.7
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,f52ddf9c,5bf5607c,9bc1bbec,2024-05-24,23:17,58,841.74,3,Wallet,1.7
5bf5607c,Restaurant_26,Mumbai,Area_B,Chinese,4.9,1334,Low,Yes,e0fe7c9a,5bf5607c,b8912162,2024-07-23,7:15,31,818.9,9,"Credit Card",3.2
